,path,class,span
7340,./train_embeddings/article783702663_170.pt,Loaded_Language,sheds light on the darkness
7341,./train_embeddings/article783702663_171.pt,Doubt,"If, as he now continues to state, he knew nothing of the abuses committed by McCarrick and the measures taken by Pope Benedict, how can his answer be explained"
7342,./train_embeddings/article783702663_172.pt,Loaded_Language,absolutely laughable
7343,./train_embeddings/article783702663_173.pt,Loaded_Language,lies shamelessly
7344,./train_embeddings/article783702663_174.pt,Doubt,"However, he failed to acknowledge receipt of my two letters, contrary to what he customarily did"
7345,./train_embeddings/article783702663_175.pt,Doubt,he put other seminarians at risk
7346,./train_embeddings/article783702663_176.pt,Exaggeration-Minimisation,"Better a thousand septuagenarian Wuerls in their lavish sties of corruption, financed by the faithful, than a single, young neo-traditionalist prelate"
7347,./train_embeddings/article783702663_177.pt,Name_Calling-Labeling,septuagenarian Wuerls in their lavish sties of corruption
7348,./train_embeddings/article783702663_178.pt,Name_Calling-Labeling,"single, young neo-traditionalist prelate"
7349,./train_embeddings/article783702663_179.pt,Name_Calling-Labeling,an orthodox Catholic who has had enough of the homosexual-infested regime of novelty imposed on the Church by the old men of the Council
7350,./train_embeddings/article783702663_180.pt,Appeal_to_Authority,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals. They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council"
7351,./train_embeddings/article783702663_181.pt,Loaded_Language,opened the way to ecclesial disaster
7352,./train_embeddings/article783702663_182.pt,Loaded_Language,demolition of the sacred liturgy
7353,./train_embeddings/article783702663_183.pt,Loaded_Language,in the depths of his conciliar delirium
7354,./train_embeddings/article783702663_184.pt,Loaded_Language,wave of affection and admiration flowed from the council over the modern world of humanity
7355,./train_embeddings/article783702663_185.pt,Loaded_Language,its aspirations purified and blessed
7356,./train_embeddings/article783702663_186.pt,Causal_Oversimplification,"Thus did Paul describe the conciliar “opening to the world” through which the world promptly invaded the Church, including large numbers of homosexuals who should never have been admitted to the seminary"
7357,./train_embeddings/article783702663_187.pt,Name_Calling-Labeling,a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages
7358,./train_embeddings/article783702663_188.pt,Name_Calling-Labeling,young clergy marked by personal sanctity
7359,./train_embeddings/article783702663_189.pt,False_Dilemma-No_Choice,Any abandonment of the regime must be viewed as ecclesiastical treason—“Catholic Jacobinism”—if not criminal activity
7360,./train_embeddings/article783702663_190.pt,Appeal_to_Authority,Homosexuality in the clergy exists and is a matter that must be addressed
7361,./train_embeddings/article783702663_191.pt,Doubt,And how does the Church “address” a massive infestation by homosexual priests and prelates without removing them from authority and ensuring that they cannot promote homosexual successors for generation after generation
7362,./train_embeddings/article783702663_192.pt,Exaggeration-Minimisation,a massive infestation by homosexual priests and prelates
7363,./train_embeddings/article783702663_193.pt,Causal_Oversimplification,what he is really arguing—the final beachhead of the neo-Catholic defense of their disintegrating regime—is that homosexuals in the hierarchy must remain in authority as an indispensable seawall against a “neo-traditionalist” storm surge
7364,./train_embeddings/article783702663_194.pt,Loaded_Language,the final beachhead of the neo-Catholic defense of their disintegrating regime
7365,./train_embeddings/article783702663_195.pt,Causal_Oversimplification,"Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority. It is not about the Faith at all. Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department"
7366,./train_embeddings/article783702663_196.pt,Exaggeration-Minimisation,a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department
7367,./train_embeddings/article783702663_197.pt,Name_Calling-Labeling,the tradition-hating Pope
7368,./train_embeddings/article783702663_198.pt,Appeal_to_Popularity,"more and more faithful will recognize the neo-Catholic polemic for what it is—a fraud—and begin demanding a return of everything the regime of novelty has stolen from the life of the Church. That is exactly what a growing number of Catholics are now doing, as even the secular press recognized less than three months before Bergoglio began his tyrannical reign"
7369,./train_embeddings/article783702663_199.pt,Loaded_Language,his tyrannical reign
7370,./train_embeddings/article783702663_200.pt,Loaded_Language,to their horror
7371,./train_embeddings/article783702663_201.pt,Exaggeration-Minimisation,"mount under this reckless Pope to an unsustainable, indeed apocalyptic, level"
7372,./train_embeddings/article783702663_202.pt,Name_Calling-Labeling,this reckless Pope
7373,./train_embeddings/article783702663_203.pt,Loaded_Language,apocalyptic
7374,./train_embeddings/article783702663_204.pt,Loaded_Language,Irony of ironies
7375,./train_embeddings/article783702663_205.pt,Name_Calling-Labeling,a youthful vanguard
7376,./train_embeddings/article783702663_206.pt,Loaded_Language,of what is ever ancient but ever new
7377,./train_embeddings/article783702663_207.pt,Name_Calling-Labeling,candidates known to be active homosexuals
7378,./train_embeddings/article783702663_208.pt,Loaded_Language,irrevocably condemned
7379,./train_embeddings/article783702663_209.pt,Loaded_Language,stripped of its prophetic and admonitory content regarding the epochal malfeasance and corruption of the upper hierarchy
7380,./train_embeddings/article783702663_210.pt,Doubt,"You are the Pope’s representative in the US, and you are urging me to read a book that questions what the secretary of state wrote"
7381,./train_embeddings/article783702663_211.pt,Loaded_Language,the sufferings of the Church
7382,./train_embeddings/article783702663_212.pt,Loaded_Language,a really terrifying way
7383,./train_embeddings/article783702663_213.pt,Loaded_Language,"a deep need to relearn penance, to accept purification, to learn forgiveness"
7384,./train_embeddings/article783702663_214.pt,Causal_Oversimplification,I believe that Archbishop Viganò’s precious testimony is a sign that Heaven itself is now responding to the “need for justice” in the Church
7385,./train_embeddings/article783702663_215.pt,Loaded_Language,precious testimony
7386,./train_embeddings/article783702663_216.pt,Exaggeration-Minimisation,the most wayward Pope in Church history
7387,./train_embeddings/article783702663_217.pt,Loaded_Language,in the triumph of the Immaculate Heart of Mary
7388,./train_embeddings/article783702663_218.pt,Loaded_Language,imperiously scoffs
7389,./train_embeddings/article783702663_219.pt,Repetition,a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages
7390,./train_embeddings/article783702663_220.pt,Loaded_Language,an unsalvageable mass of corruption
7391,./train_embeddings/article783702663_221.pt,Name_Calling-Labeling,a Church-world relationship based on a principle of reality
7392,./train_embeddings/article783702663_222.pt,NoClass,lives of celibacy.” Martin
7393,./train_embeddings/article783702663_223.pt,NoClass,"reveals, as already noted,"
7394,./train_embeddings/article783702663_224.pt,NoClass,younger generations of American Catholics” who
7395,./train_embeddings/article783702663_225.pt,NoClass,Edward Pentin notes:
7396,./train_embeddings/article783702663_226.pt,NoClass,smeared the former Apostolic
7397,./train_embeddings/article783702663_227.pt,NoClass,"only Bergoglio and the regime of novelty he is leading to its final extremity. John Allen’s instant analysis attempting to impeach Viganò’s testimony is, as one would expect from him, a"
7398,./train_embeddings/article783702663_228.pt,NoClass,"Cardinals (Burke and Müller) he has sacked because their conservatism offended him or one of his friends, prompting even"
7399,./train_embeddings/article783702663_229.pt,NoClass,"marriage,” and advised the"
7400,./train_embeddings/article783702663_230.pt,NoClass,"to Faggioli, the same Pope who sacks conservative bishops"
7401,./train_embeddings/article783702663_231.pt,NoClass,3 prelates have since been special advisors
7402,./train_embeddings/article783702663_232.pt,NoClass,"time smearing this witness, however. Speaking"
7403,./train_embeddings/article783702663_233.pt,NoClass,"reveals that those sanctions were communicated to McCarrick by then Apostolic Nuncio to the United States, Pietro Sambi, but were also repeated by Viganò himself when"
7404,./train_embeddings/article783702663_234.pt,NoClass,"in that diocese. When an apostolic visitation, compelled by mounting public pressure, confirmed the charges against Pineda, he was forced to resign, even as Maradiaga dismissed the incontestable proofs against him"
7405,./train_embeddings/article783702663_235.pt,NoClass,audience with Viganò] that McCarrick was a serial
7406,./train_embeddings/article783702663_236.pt,NoClass,campaign to discredit Archbishop Viganò began instantaneously on the
7407,./train_embeddings/article783702663_237.pt,NoClass,diocese to ministry…
7408,./train_embeddings/article783702663_238.pt,NoClass,"migration into the hierarchy, to which Bergoglio"
7409,./train_embeddings/article783702663_239.pt,NoClass,a “gay pilgrimage” to his cathedral in Newark. And it was
7410,./train_embeddings/article783702663_240.pt,NoClass,of novelty he is
7411,./train_embeddings/article783702663_241.pt,NoClass,"letter to his faithful which ""speaks to Vigano's integrity and"
7412,./train_embeddings/article783702663_242.pt,NoClass,"pro-homosexual propaganda, promptly sponsored"
7413,./train_embeddings/article783702663_243.pt,NoClass,of ruin. Nor
7414,./train_embeddings/article783702663_244.pt,NoClass,"defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...” For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates"
7415,./train_embeddings/article783702663_245.pt,NoClass,the Curia and the
7416,./train_embeddings/article783702663_246.pt,NoClass,that he has known Viganò for 39
7417,./train_embeddings/article783702663_247.pt,NoClass,"and even Cardinals (Burke and Müller) he has sacked because their conservatism offended him or one of his friends, prompting even Crux to ask: “Does Pope Francis have an enemies list?” Then again, Francis even obtained"
7418,./train_embeddings/article783702663_248.pt,NoClass,that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act
7419,./train_embeddings/article783702663_249.pt,NoClass,special advisors of
7420,./train_embeddings/article783702663_250.pt,NoClass,Catholic hierarchy is confined
7421,./train_embeddings/article783702663_251.pt,NoClass,"McCarrick, Maradiaga"
7422,./train_embeddings/article783702663_252.pt,NoClass,good are lacking.” [emphasis in
7423,./train_embeddings/article783702663_253.pt,NoClass,seen on the wrong side
7424,./train_embeddings/article783702663_254.pt,NoClass,the Church
7425,./train_embeddings/article783702663_255.pt,NoClass,"the truth, aren’t we? The truth is the important thing...” The truth"
7426,./train_embeddings/article783702663_256.pt,NoClass,"had lobbied for Bergoglio’s election, along with Maradiaga"
7427,./train_embeddings/article783702663_257.pt,NoClass,"power, of mismanagement in the administration of Church property,"
7428,./train_embeddings/article783702663_258.pt,NoClass,"the clergy, to"
7429,./train_embeddings/article783702663_259.pt,NoClass,"Wuerl, who expressed his surprise to me, telling me that he knew nothing about that announcement and that he would cancel it. If, as he now continues to state, he knew nothing of the abuses committed by"
7430,./train_embeddings/article783702663_260.pt,NoClass,"go to press, however, EWTN’s National Catholic Register broke the explosive story on the written testimony of Archbishop Carlo Maria Viganò , former apostolic nuncio to the United States (2011 to 2016). Faggioli’s propaganda piece now becomes"
7431,./train_embeddings/article783702663_261.pt,NoClass,orders of the thousands
7432,./train_embeddings/article783702663_262.pt,NoClass,a great power vacuum in the Church” that could be filled
7433,./train_embeddings/article783702663_263.pt,NoClass,Viganò’s precious testimony is a sign that
7434,./train_embeddings/article783702663_264.pt,NoClass,"City State after having served as Nuncio in Nigeria, a Delegate for the"
7435,./train_embeddings/article783702663_265.pt,NoClass,imposed on the Church by the old men of the
7436,./train_embeddings/article783702663_266.pt,NoClass,slightest comment about
7437,./train_embeddings/article783702663_267.pt,NoClass,have all staked on their defense of the
7438,./train_embeddings/article783702663_268.pt,NoClass,"for Bishops on his sexual crimes against boys and young men, and the disciplinary sanctions imposed upon him"
7439,./train_embeddings/article783702663_269.pt,NoClass,exactly is a neo-traditionalist? Quite simply: an
7440,./train_embeddings/article783702663_270.pt,NoClass,Viganò’s historic testimony
7441,./train_embeddings/article783702663_271.pt,NoClass,to rise above this sort of crude
7442,./train_embeddings/article783702663_272.pt,NoClass,clergy sexual abuse and infidelity.” (The statement
7443,./train_embeddings/article783702663_273.pt,NoClass,"as already noted, that Pope Benedict imposed sanctions on McCarrick under which he"
7444,./train_embeddings/article783702663_274.pt,NoClass,"the “pro-gay” Robert McElroy as Bishop of San Diego, concerning"
7445,./train_embeddings/article783702663_275.pt,NoClass,Apostolic Signatura in the Vatican
7446,./train_embeddings/article783702663_276.pt,NoClass,to the
7447,./train_embeddings/article783702663_277.pt,NoClass,to minimize the homosexual crisis in the Church and blunt the correlative rise of what he derides as “neo-traditionalism.” As my piece
7448,./train_embeddings/article783702663_278.pt,NoClass,a catastrophic compromise
7449,./train_embeddings/article783702663_279.pt,NoClass,"serious dangers.” Today, neo-Catholic commentators, cowed"
7450,./train_embeddings/article783702663_280.pt,NoClass,"by Defending the Homosexual Status Quo At this moment, the entire Novus Ordo regime of novelty is threatened with collapse on account of its homosexual corruption, and voices throughout the Catholic world are now echoing Archbishop Viganò’s"
7451,./train_embeddings/article783702663_281.pt,NoClass,"on the written testimony of Archbishop Carlo Maria Viganò , former apostolic nuncio to the United States (2011 to 2016). Faggioli’s propaganda piece now becomes merely illustrative of the points to be"
7452,./train_embeddings/article783702663_282.pt,NoClass,Sisyphean task to neo-Catholic apologists for
7453,./train_embeddings/article783702663_283.pt,NoClass,"Danneels, who covered up homosexual rape committed by a priest against his own nephew,has supported “same-sex marriage,” and advised the King of Belgium to sign a law legalizing abortion in 1990. As Edward Pentin notes: “all 3 prelates have since"
7454,./train_embeddings/article783702663_284.pt,NoClass,"networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the"
7455,./train_embeddings/article783702663_285.pt,NoClass,"situation for the Church in Chile, but"
7456,./train_embeddings/article783702663_286.pt,NoClass,homosexual crisis in the Church and blunt the correlative rise of what he derides as “neo-traditionalism.” As my piece was about to go to
7457,./train_embeddings/article783702663_287.pt,NoClass,neo-traditionalist? Quite simply: an orthodox Catholic who has had enough
7458,./train_embeddings/article783702663_288.pt,NoClass,"the room, and came back with a book. “Here,” he said. “Do you know this book? You should read it.” It was Christopher Ferrara's The Secret Still Hidden. “Wait,” I said."
7459,./train_embeddings/article783702663_289.pt,NoClass,"These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the"
7460,./train_embeddings/article783702663_290.pt,NoClass,of the ruinous “reforms” that have resulted in a debacle
7461,./train_embeddings/article783702663_291.pt,NoClass,testifies that in 2013 he personally informed him
7462,./train_embeddings/article783702663_292.pt,NoClass,first to set a good
7463,./train_embeddings/article783702663_293.pt,NoClass,the prominent episcopal sees they
7464,./train_embeddings/article783702663_294.pt,NoClass,known and respected him as a man of
7465,./train_embeddings/article783702663_295.pt,NoClass,to the priesthood to a meeting with Cardinal McCarrick.
7466,./train_embeddings/article783702663_296.pt,NoClass,"as Nuncio in Nigeria, a Delegate for the"
7467,./train_embeddings/article783702663_297.pt,NoClass,filled by the “neo-traditionalist
7468,./train_embeddings/article783702663_298.pt,NoClass,"ask: “Does Pope Francis have an enemies list?” Then again, Francis even obtained the"
7469,./train_embeddings/article783702663_299.pt,NoClass,of State until September
7470,./train_embeddings/article783702663_300.pt,NoClass,erected to obscure
7471,./train_embeddings/article783702663_301.pt,NoClass,and Joseph W.
7472,./train_embeddings/article783702663_302.pt,NoClass,Francis should resign if Viganò ’s allegations are
7473,./train_embeddings/article783702663_303.pt,NoClass,"or pederasty, since for them the common life and"
7474,./train_embeddings/article783702663_304.pt,NoClass,upper hierarchy to
7475,./train_embeddings/article783702663_305.pt,NoClass,the many people who have been so
7476,./train_embeddings/article783702663_306.pt,NoClass,"very difficult position also because Wuerl became a symbol… beyond the specific accusations against him, from which he"
7477,./train_embeddings/article783702663_307.pt,NoClass,also would a
7478,./train_embeddings/article783702663_308.pt,NoClass,secular press recognized less
7479,./train_embeddings/article783702663_309.pt,NoClass,Catholic Herald has just reported
7480,./train_embeddings/article783702663_310.pt,NoClass,with the conservative bishops and even
7481,./train_embeddings/article783702663_311.pt,NoClass,oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.
7482,./train_embeddings/article783702663_312.pt,NoClass,not from her enemies
7483,./train_embeddings/article783702663_313.pt,NoClass,and integrity” and
7484,./train_embeddings/article783702663_314.pt,NoClass,"Chilean victims and faithful, did"
7485,./train_embeddings/article783702663_315.pt,NoClass,"to go to press,"
7486,./train_embeddings/article783702663_316.pt,NoClass,"has been lost. Sixteen years later, the homosexual predator McCarrick has finally been exposed to the world, stripped of his cardinal’s hat"
7487,./train_embeddings/article783702663_317.pt,NoClass,Cordileone of San Francisco wrote a letter
7488,./train_embeddings/article783702663_318.pt,NoClass,with the grassy
7489,./train_embeddings/article783702663_319.pt,NoClass,"of clergy abuse cannot be resolved simply by the resignation of some bishops,"
7490,./train_embeddings/article783702663_320.pt,NoClass,to McCarrick at the Nunciature
7491,./train_embeddings/article783702663_321.pt,NoClass,"impeach Viganò’s testimony, the Catholic Herald has just reported that Cardinal Wuerl must have known full well from Viganò himself that McCarrick was under Pope Benedict’s papal sanctions on account of his"
7492,./train_embeddings/article783702663_322.pt,NoClass,more vindicated as
7493,./train_embeddings/article783702663_323.pt,NoClass,of Pope Francis and
7494,./train_embeddings/article783702663_324.pt,NoClass,at the Top None
7495,./train_embeddings/article783702663_325.pt,NoClass,must be the
7496,./train_embeddings/article783702663_326.pt,NoClass,mainstream news. From the
7497,./train_embeddings/article783702663_327.pt,NoClass,the important thing...” The truth is
7498,./train_embeddings/article783702663_328.pt,NoClass,Better a thousand septuagenarian
7499,./train_embeddings/article783702663_329.pt,NoClass,"former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies. At the Angelus on Sunday, August 12, 2018 Pope"
7500,./train_embeddings/article783702663_330.pt,NoClass,"this, would it not be"
7501,./train_embeddings/article783702663_331.pt,NoClass,did not oppose evil
7502,./train_embeddings/article783702663_332.pt,NoClass,a word about” Viganò’s charges
7503,./train_embeddings/article783702663_333.pt,NoClass,"the correlative rise of what he derides as “neo-traditionalism.” As my piece was about to go to press, however,"
7504,./train_embeddings/article783702663_334.pt,NoClass,"true, Shea admits—a stunning concession"
7505,./train_embeddings/article783702663_335.pt,NoClass,way: that the greatest persecution of the Church
7506,./train_embeddings/article783702663_336.pt,NoClass,episcopal sees they now discredit. All of this
7507,./train_embeddings/article783702663_337.pt,NoClass,very difficult time smearing
7508,./train_embeddings/article783702663_338.pt,NoClass,Representatives of the Secretary of State of the Holy See and
7509,./train_embeddings/article783702663_339.pt,NoClass,"his friends, prompting even"
7510,./train_embeddings/article783702663_340.pt,NoClass,active destruction of
7511,./train_embeddings/article783702663_341.pt,NoClass,"Wuerl and his “complex situation,” which is not complex at"
7512,./train_embeddings/article783702663_342.pt,NoClass,"smearing this witness, however. Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the"
7513,./train_embeddings/article783702663_343.pt,NoClass,"by Winters, Allen"
7514,./train_embeddings/article783702663_344.pt,NoClass,"the charges against Pineda, he was forced to resign, even as Maradiaga dismissed the incontestable proofs against him as “slander.” Viganò notes that “the only thing that has been made public is that his resignation has simply been accepted, thus"
7515,./train_embeddings/article783702663_345.pt,NoClass,"orders, the missions, the trust of the faithful in their own priests—in short, the very life"
7516,./train_embeddings/article783702663_346.pt,NoClass,against the traditionalists they have
7517,./train_embeddings/article783702663_347.pt,NoClass,the homosexual and pro-homosexual prelates Bergoglio and his Vatican
7518,./train_embeddings/article783702663_348.pt,NoClass,"he gratuitously attributes to Viganò). Mark Shea,"
7519,./train_embeddings/article783702663_349.pt,NoClass,Cardinal McCarrick. I
7520,./train_embeddings/article783702663_350.pt,NoClass,infidelity.” (The statement has since
7521,./train_embeddings/article783702663_351.pt,NoClass,set a good example for
7522,./train_embeddings/article783702663_352.pt,NoClass,"moral responsibility for every believer, how"
7523,./train_embeddings/article783702663_353.pt,NoClass,way of saying: “Don’t
7524,./train_embeddings/article783702663_354.pt,NoClass,conservatism in the
7525,./train_embeddings/article783702663_355.pt,NoClass,will have a very difficult
7526,./train_embeddings/article783702663_356.pt,NoClass,the traditional formation in
7527,./train_embeddings/article783702663_357.pt,NoClass,"evil, we tacitly"
7528,./train_embeddings/article783702663_358.pt,NoClass,meeting with Cardinal McCarrick. I immediately phoned
7529,./train_embeddings/article783702663_359.pt,NoClass,"the bitter end, as"
7530,./train_embeddings/article783702663_360.pt,NoClass,"Pope defends his man, Cardinal Rodriguez Maradiaga, to the bitter end, as he had done in Chile with Bishop Juan de la"
7531,./train_embeddings/article783702663_361.pt,NoClass,the conciliar aggiornamento and
7532,./train_embeddings/article783702663_362.pt,NoClass,about to
7533,./train_embeddings/article783702663_363.pt,NoClass,"corruption of the upper hierarchy to which they belong. Concerning my book, Archbishop Pietro Sambi, Viganò’s predecessor as Nuncio in Washington, whom Viganò’ credits with diligently reporting McCarrick’s crimes to the Vatican and conveying Benedict’s sanctions to McCarrick, made some very revealing comments during an interview with Robert Moynihan, published posthumously six years"
7534,./train_embeddings/article783702663_364.pt,NoClass,"provides this withering assessment of the man and his relation to Bergoglio: In a team effort with Cardinal Rodriguez Maradiaga,"
7535,./train_embeddings/article783702663_365.pt,NoClass,"returned. Finally, there is the"
7536,./train_embeddings/article783702663_366.pt,NoClass,I want to
7537,./train_embeddings/article783702663_367.pt,NoClass,“has a history” of “innuendo
7538,./train_embeddings/article783702663_368.pt,NoClass,to “welcome
7539,./train_embeddings/article783702663_369.pt,NoClass,repeat everything their
7540,./train_embeddings/article783702663_370.pt,NoClass,no longer
7541,./train_embeddings/article783702663_371.pt,NoClass,removal of his
7542,./train_embeddings/article783702663_372.pt,NoClass,fallacy) and that Allen has “the impression
7543,./train_embeddings/article783702663_373.pt,NoClass,an announcement
7544,./train_embeddings/article783702663_374.pt,NoClass,"the faithful, than a"
7545,./train_embeddings/article783702663_375.pt,NoClass,“modern world” founded precisely on a rejection of the Church’s
7546,./train_embeddings/article783702663_376.pt,NoClass,"propaganda, promptly sponsored a “gay pilgrimage” to his cathedral in Newark. And it was McCarrick who obtained the cardinal’s hat for his roommate of six years, Kevin Farrell, whom"
7547,./train_embeddings/article783702663_377.pt,NoClass,notes that “the only
7548,./train_embeddings/article783702663_378.pt,NoClass,in original] Before he was papal nuncio in
7549,./train_embeddings/article783702663_379.pt,NoClass,And the truth about our situation is revealed in that still-hidden part of the Secret to whose contents Pope Benedict alluded during his
7550,./train_embeddings/article783702663_380.pt,NoClass,the Apostolic Signatura in
7551,./train_embeddings/article783702663_381.pt,NoClass,homosexuals in the hierarchy must remain in authority
7552,./train_embeddings/article783702663_382.pt,NoClass,seems to rise above
7553,./train_embeddings/article783702663_383.pt,NoClass,"close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...” For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled. The Pope, he argues, is not"
7554,./train_embeddings/article783702663_384.pt,NoClass,"because, as an Archdiocesan spokesman now confirms, at Viganò’s request as"
7555,./train_embeddings/article783702663_385.pt,NoClass,is thanks in large measure to
7556,./train_embeddings/article783702663_386.pt,NoClass,pro-homosexual prelates Bergoglio and his
7557,./train_embeddings/article783702663_387.pt,NoClass,"with Robert Moynihan, published posthumously"
7558,./train_embeddings/article783702663_388.pt,NoClass,and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.” - Cardinal Raymond Burke’s statement declares: “The declarations made by a prelate of the authority of Archbishop Carlo Maria Viganò must be totally taken to heart by those responsible in the Church.” - [And
7559,./train_embeddings/article783702663_389.pt,NoClass,here in light of this astonishing and indeed providential
7560,./train_embeddings/article783702663_390.pt,NoClass,"defend, the one thing to be feared is that"
7561,./train_embeddings/article783702663_391.pt,NoClass,must have known full well
7562,./train_embeddings/article783702663_392.pt,NoClass,"an Archdiocesan spokesman now confirms, at"
7563,./train_embeddings/article783702663_393.pt,NoClass,"indefensible against the traditionalists they have arrogantly mocked and marginalized for decades only to see, to their horror, that traditionalism is ever more vindicated as the scandals of the Novus"
7564,./train_embeddings/article783702663_394.pt,NoClass,and even less
7565,./train_embeddings/article783702663_395.pt,NoClass,Sisyphean task to
7566,./train_embeddings/article783702663_396.pt,NoClass,a Member of the Disciplinary Commission of the Roman Curia. In those capacities he had access to
7567,./train_embeddings/article783702663_397.pt,NoClass,a “gay pilgrimage” to his cathedral in
7568,./train_embeddings/article783702663_398.pt,NoClass,"Viganò had come forward, commentators like Faggioli were already sounding the neo-Catholic air raid siren. Faggioli fretted that “[t]he abuse scandal and"
7569,./train_embeddings/article783702663_399.pt,NoClass,the fact that I had to draw his attention
7570,./train_embeddings/article783702663_400.pt,NoClass,"in particular, he courageously states"
7571,./train_embeddings/article783702663_401.pt,NoClass,"the entire Church. [emphasis added] Defending the Council by Defending the Homosexual Status Quo At this moment, the entire Novus Ordo regime of novelty is"
7572,./train_embeddings/article783702663_402.pt,NoClass,"the new things which we can find in this message today, there is also the fact that attacks on the Pope and the Church come not only from without, but the sufferings of the Church come precisely from within the Church, from the sin existing within the Church. This too is something that we have always known,"
7573,./train_embeddings/article783702663_403.pt,NoClass,"him his report, passing on to him"
7574,./train_embeddings/article783702663_404.pt,NoClass,"Neo-Catholics Panic In his eleven-page account,"
7575,./train_embeddings/article783702663_405.pt,NoClass,"living, he was forbidden to celebrate [Mass] in"
7576,./train_embeddings/article783702663_406.pt,NoClass,"end, as he had done in Chile with Bishop Juan de la Cruz Barros, whom he"
7577,./train_embeddings/article783702663_407.pt,NoClass,possible responsibility of his and Maradiaga
7578,./train_embeddings/article783702663_408.pt,NoClass,"to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but"
7579,./train_embeddings/article783702663_409.pt,NoClass,also the need for justice. [emphasis added] I believe that Archbishop Viganò’s precious testimony is a sign that
7580,./train_embeddings/article783702663_410.pt,NoClass,"to state, he knew nothing of the"
7581,./train_embeddings/article783702663_411.pt,NoClass,"Newark, Tobin, another episcopal booster of Martin’s pro-homosexual propaganda, promptly sponsored a “gay pilgrimage” to his"
7582,./train_embeddings/article783702663_412.pt,NoClass,"to it, because I realized that in an archdiocesan publication, on the back cover"
7583,./train_embeddings/article783702663_413.pt,NoClass,"close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...” For Faggioli, not only would Bergoglio’s"
7584,./train_embeddings/article783702663_414.pt,NoClass,"for Communications,” even though he is a “well-known activist"
7585,./train_embeddings/article783702663_415.pt,NoClass,"known the matter for some time, and he immediately changed the subject. But then, what was the Pope’s purpose in asking me that question: “What is Cardinal McCarrick like?” He clearly wanted to find"
7586,./train_embeddings/article783702663_416.pt,NoClass,"“Documentation. Evidence. Proof.” Yes, Francis should resign if Viganò ’s allegations are"
7587,./train_embeddings/article783702663_417.pt,NoClass,"Blase Cupich, Joseph Tobin and Kevin Farrell to the College of Cardinals and the prominent episcopal sees they now discredit. All of this happened before Bergoglio, bowing to worldwide public pressure, finally—only weeks ago—took decisive action against his “trusted counselor.” McCarrick had lobbied for Bergoglio’s election, along with Maradiaga and the infamous Cardinal Danneels, who covered up homosexual rape committed by a priest against his own nephew,has supported"
7588,./train_embeddings/article783702663_418.pt,NoClass,in the hierarchy must remain in authority as an indispensable seawall against a “neo-traditionalist” storm surge. Faggioli’s argument demonstrates that
7589,./train_embeddings/article783702663_419.pt,NoClass,course for the good
7590,./train_embeddings/article783702663_420.pt,NoClass,"his sexual crimes against boys and young men, and the disciplinary sanctions imposed upon him by Benedict XVI (forbidding residence in a seminary, public appearances and Masses). Evidently already aware of these facts, however, Bergoglio not only rehabilitated McCarrick but made him a “trusted counselor” who advised the elevation of the pro-homosexual prelates Blase Cupich, Joseph Tobin and Kevin Farrell to"
7591,./train_embeddings/article783702663_421.pt,NoClass,"Washington, confirmed that “Viganò"
7592,./train_embeddings/article783702663_422.pt,NoClass,of the Church: Janet
